f_bus,t_bus,repair_time,failure_frequency_permanent,failure_frequency_temporary,length
210,146,0.0,0.0,0.0,3.125e-05
443,210,0.0,0.0,0.0,3.125e-05
231,272,0.0,0.0,0.0,1.5625e-05
346,646,0.0,0.0,0.0,3.125e-05
971,346,0.0,0.0,0.0,1.5625e-05
455,971,0.0,0.0,0.0,1.5625e-05
804,455,0.0,0.0,0.0,1.5625e-05
944,804,0.0,0.0,0.0,1.5625e-05
118,944,0.0,0.0,0.0,3.125e-05
763,118,0.0,0.0,0.0,1.5625e-05
685,763,0.0,0.0,0.0,1.5625e-05
685,613,0.0,0.0,0.0,6.25e-05
613,1083,0.0,0.0,0.0,3.125e-05
1083,667,0.0,0.0,0.0,3.125e-05
665,629,0.0,0.0,0.0,3.125e-05
660,665,0.0,0.0,0.0,1.5625e-05
732,660,0.0,0.0,0.0,1.5625e-05
633,732,0.0,0.0,0.0,1.5625e-05
186,633,0.0,0.0,0.0,1.5625e-05
872,186,0.0,0.0,0.0,3.125e-05
624,872,0.0,0.0,0.0,1.5625e-05
139,624,0.0,0.0,0.0,1.5625e-05
139,347,0.0,0.0,0.0,6.25e-05
347,306,0.0,0.0,0.0,3.125e-05
306,368,0.0,0.0,0.0,3.125e-05
963,999,0.0,0.0,0.0,1.5625e-05
313,86,0.0,0.0,0.0,3.515625e-05
497,313,0.0,0.0,0.0,1.5625e-05
694,497,0.0,0.0,0.0,1.5625e-05
600,694,0.0,0.0,0.0,1.5625e-05
905,600,0.0,0.0,0.0,1.5625e-05
774,905,0.0,0.0,0.0,1.5625e-05
1067,774,0.0,0.0,0.0,1.5625e-05
594,863,0.0,0.0,0.0,1.5625e-05
817,594,0.0,0.0,0.0,1.5625e-05
817,587,0.0,0.0,0.0,6.25e-05
682,587,0.0,0.0,0.0,3.125e-05
682,807,0.0,0.0,0.0,0.00013131044
134,177,0.0,0.0,0.0,1.5625e-05
322,134,0.0,0.0,0.0,1.5625e-05
103,322,0.0,0.0,0.0,1.5625e-05
302,197,0.0,0.0,0.0,1.5625e-05
573,302,0.0,0.0,0.0,1.5625e-05
1070,573,0.0,0.0,0.0,7.03125e-05
554,1070,0.0,0.0,0.0,3.515625e-05
1123,554,0.0,0.0,0.0,3.125e-05
986,742,0.0,0.0,0.0,1.5625e-05
742,896,0.0,0.0,0.0,1.5625e-05
274,785,0.0,0.0,0.0,3.125e-05
254,274,0.0,0.0,0.0,1.5625e-05
434,254,0.0,0.0,0.0,1.5625e-05
965,434,0.0,0.0,0.0,1.5625e-05
265,965,0.0,0.0,0.0,1.5625e-05
831,265,0.0,0.0,0.0,3.125e-05
161,831,0.0,0.0,0.0,1.5625e-05
679,161,0.0,0.0,0.0,1.5625e-05
679,913,0.0,0.0,0.0,6.25e-05
913,444,0.0,0.0,0.0,3.125e-05
444,436,0.0,0.0,0.0,3.125e-05
443,772,0.0,0.0,0.0,1.5625e-05
507,443,0.0,0.0,0.0,1.5625e-05
309,507,0.0,0.0,0.0,1.5625e-05
227,874,0.0,0.0,0.0,1.5625e-05
945,227,0.0,0.0,0.0,1.5625e-05
970,945,0.0,0.0,0.0,7.03125e-05
1113,970,0.0,0.0,0.0,3.515625e-05
432,1113,0.0,0.0,0.0,3.125e-05
1131,868,0.0,0.0,0.0,3.125e-05
106,1131,0.0,0.0,0.0,1.5625e-05
67,106,0.0,0.0,0.0,1.5625e-05
677,67,0.0,0.0,0.0,1.5625e-05
579,677,0.0,0.0,0.0,1.5625e-05
581,579,0.0,0.0,0.0,1.5625e-05
786,581,0.0,0.0,0.0,1.5625e-05
1062,394,0.0,0.0,0.0,1.5625e-05
675,1062,0.0,0.0,0.0,1.5625e-05
675,1072,0.0,0.0,0.0,6.25e-05
1072,435,0.0,0.0,0.0,3.125e-05
435,1037,0.0,0.0,0.0,3.125e-05
422,663,0.0,0.0,0.0,3.125e-05
1052,422,0.0,0.0,0.0,1.5625e-05
60,1052,0.0,0.0,0.0,1.5625e-05
1087,60,0.0,0.0,0.0,1.5625e-05
461,1087,0.0,0.0,0.0,1.5625e-05
1054,461,0.0,0.0,0.0,1.5625e-05
71,1054,0.0,0.0,0.0,1.5625e-05
232,125,0.0,0.0,0.0,1.5625e-05
498,232,0.0,0.0,0.0,1.5625e-05
498,334,0.0,0.0,0.0,6.25e-05
334,80,0.0,0.0,0.0,1.5625e-05
80,398,0.0,0.0,0.0,1.5625e-05
398,332,0.0,0.0,0.0,1.5625e-05
332,526,0.0,0.0,0.0,1.5625e-05
723,236,0.0,0.0,0.0,3.125e-05
370,723,0.0,0.0,0.0,3.125e-05
620,370,0.0,0.0,0.0,3.125e-05
231,620,0.0,0.0,0.0,3.125e-05
377,231,0.0,0.0,0.0,1.5625e-05
1012,377,0.0,0.0,0.0,1.5625e-05
439,447,0.0,0.0,0.0,1.5625e-05
960,439,0.0,0.0,0.0,1.5625e-05
331,960,0.0,0.0,0.0,7.03125e-05
506,331,0.0,0.0,0.0,3.515625e-05
126,506,0.0,0.0,0.0,3.125e-05
698,532,0.0,0.0,0.0,3.125e-05
171,698,0.0,0.0,0.0,3.125e-05
761,171,0.0,0.0,0.0,1.5625e-05
511,761,0.0,0.0,0.0,1.5625e-05
634,806,0.0,0.0,0.0,1.5625e-05
697,634,0.0,0.0,0.0,1.5625e-05
697,599,0.0,0.0,0.0,6.25e-05
388,599,0.0,0.0,0.0,3.125e-05
388,833,0.0,0.0,0.0,3.125e-05
922,367,0.0,0.0,0.0,3.125e-05
470,922,0.0,0.0,0.0,1.5625e-05
640,470,0.0,0.0,0.0,1.5625e-05
920,640,0.0,0.0,0.0,1.5625e-05
733,920,0.0,0.0,0.0,1.5625e-05
820,733,0.0,0.0,0.0,1.5625e-05
1107,820,0.0,0.0,0.0,1.5625e-05
320,724,0.0,0.0,0.0,1.5625e-05
247,320,0.0,0.0,0.0,1.5625e-05
247,1122,0.0,0.0,0.0,6.25e-05
816,1122,0.0,0.0,0.0,3.125e-05
816,378,0.0,0.0,0.0,3.125e-05
425,610,0.0,0.0,0.0,3.125e-05
292,425,0.0,0.0,0.0,1.5625e-05
112,292,0.0,0.0,0.0,1.5625e-05
988,112,0.0,0.0,0.0,1.5625e-05
170,988,0.0,0.0,0.0,1.5625e-05
664,170,0.0,0.0,0.0,1.5625e-05
843,664,0.0,0.0,0.0,1.5625e-05
840,843,0.0,0.0,0.0,1.5625e-05
275,840,0.0,0.0,0.0,1.5625e-05
275,688,0.0,0.0,0.0,6.25e-05
688,142,0.0,0.0,0.0,3.125e-05
142,268,0.0,0.0,0.0,3.125e-05
114,230,0.0,0.0,0.0,2.734375e-05
289,114,0.0,0.0,0.0,1.5625e-05
1024,289,0.0,0.0,0.0,1.5625e-05
719,1024,0.0,0.0,0.0,1.5625e-05
399,719,0.0,0.0,0.0,1.5625e-05
919,399,0.0,0.0,0.0,1.5625e-05
967,919,0.0,0.0,0.0,1.5625e-05
597,1076,0.0,0.0,0.0,1.5625e-05
1102,597,0.0,0.0,0.0,1.5625e-05
1102,496,0.0,0.0,0.0,6.25e-05
496,1073,0.0,0.0,0.0,3.125e-05
1073,990,0.0,0.0,0.0,3.125e-05
119,734,0.0,0.0,0.0,3.125e-05
520,119,0.0,0.0,0.0,1.5625e-05
191,520,0.0,0.0,0.0,1.5625e-05
827,191,0.0,0.0,0.0,1.5625e-05
509,827,0.0,0.0,0.0,1.5625e-05
1018,509,0.0,0.0,0.0,3.125e-05
849,1018,0.0,0.0,0.0,1.5625e-05
147,849,0.0,0.0,0.0,1.5625e-05
147,853,0.0,0.0,0.0,6.25e-05
853,897,0.0,0.0,0.0,3.125e-05
897,78,0.0,0.0,0.0,3.125e-05
1123,75,0.0,0.0,0.0,1.5625e-05
896,1088,0.0,0.0,0.0,1.5625e-05
432,1046,0.0,0.0,0.0,1.5625e-05
126,1069,0.0,0.0,0.0,1.5625e-05
770,229,0.0,0.0,0.0,3.125e-05
987,770,0.0,0.0,0.0,1.5625e-05
1132,987,0.0,0.0,0.0,1.5625e-05
621,1132,0.0,0.0,0.0,1.5625e-05
336,621,0.0,0.0,0.0,1.5625e-05
307,336,0.0,0.0,0.0,1.5625e-05
891,307,0.0,0.0,0.0,1.5625e-05
527,124,0.0,0.0,0.0,1.5625e-05
445,527,0.0,0.0,0.0,1.5625e-05
445,195,0.0,0.0,0.0,6.25e-05
195,226,0.0,0.0,0.0,3.125e-05
226,540,0.0,0.0,0.0,3.125e-05
90,930,0.0,0.0,0.0,3.125e-05
837,90,0.0,0.0,0.0,1.5625e-05
263,837,0.0,0.0,0.0,1.5625e-05
410,263,0.0,0.0,0.0,1.5625e-05
995,410,0.0,0.0,0.0,1.5625e-05
569,995,0.0,0.0,0.0,3.125e-05
974,569,0.0,0.0,0.0,1.5625e-05
213,974,0.0,0.0,0.0,1.5625e-05
213,564,0.0,0.0,0.0,6.25e-05
564,1001,0.0,0.0,0.0,3.125e-05
1001,522,0.0,0.0,0.0,3.125e-05
414,847,0.0,0.0,0.0,3.125e-05
867,414,0.0,0.0,0.0,1.5625e-05
442,867,0.0,0.0,0.0,1.5625e-05
1118,442,0.0,0.0,0.0,1.5625e-05
690,1118,0.0,0.0,0.0,1.5625e-05
503,690,0.0,0.0,0.0,1.5625e-05
189,503,0.0,0.0,0.0,1.5625e-05
929,931,0.0,0.0,0.0,1.5625e-05
172,929,0.0,0.0,0.0,1.5625e-05
172,69,0.0,0.0,0.0,6.25e-05
69,854,0.0,0.0,0.0,3.125e-05
854,606,0.0,0.0,0.0,3.125e-05
927,298,0.0,0.0,0.0,3.125e-05
216,927,0.0,0.0,0.0,1.5625e-05
416,216,0.0,0.0,0.0,1.5625e-05
406,416,0.0,0.0,0.0,1.5625e-05
622,406,0.0,0.0,0.0,1.5625e-05
832,622,0.0,0.0,0.0,3.125e-05
102,832,0.0,0.0,0.0,1.5625e-05
787,102,0.0,0.0,0.0,1.5625e-05
787,325,0.0,0.0,0.0,6.25e-05
325,253,0.0,0.0,0.0,3.125e-05
253,475,0.0,0.0,0.0,3.125e-05
703,386,0.0,0.0,0.0,3.125e-05
544,703,0.0,0.0,0.0,1.5625e-05
180,544,0.0,0.0,0.0,1.5625e-05
58,180,0.0,0.0,0.0,1.5625e-05
1108,58,0.0,0.0,0.0,1.5625e-05
348,1108,0.0,0.0,0.0,1.5625e-05
174,348,0.0,0.0,0.0,1.5625e-05
426,911,0.0,0.0,0.0,1.5625e-05
614,426,0.0,0.0,0.0,1.5625e-05
928,848,0.0,0.0,0.0,3.125e-05
632,928,0.0,0.0,0.0,1.5625e-05
169,632,0.0,0.0,0.0,1.5625e-05
997,169,0.0,0.0,0.0,1.5625e-05
400,997,0.0,0.0,0.0,1.5625e-05
695,662,0.0,0.0,0.0,3.125e-05
167,695,0.0,0.0,0.0,1.5625e-05
796,167,0.0,0.0,0.0,1.5625e-05
885,796,0.0,0.0,0.0,1.5625e-05
155,885,0.0,0.0,0.0,1.5625e-05
278,155,0.0,0.0,0.0,1.5625e-05
431,278,0.0,0.0,0.0,1.5625e-05
108,1033,0.0,0.0,0.0,1.5625e-05
220,108,0.0,0.0,0.0,1.5625e-05
220,395,0.0,0.0,0.0,6.25e-05
395,979,0.0,0.0,0.0,3.125e-05
979,1081,0.0,0.0,0.0,3.125e-05
637,754,0.0,0.0,0.0,3.125e-05
456,637,0.0,0.0,0.0,3.125e-05
901,767,0.0,0.0,0.0,4.296875e-05
196,901,0.0,0.0,0.0,5.078125e-05
219,722,0.0,0.0,0.0,1.5625e-05
708,219,0.0,0.0,0.0,1.5625e-05
1084,82,0.0,0.0,0.0,1.5625e-05
82,1095,0.0,0.0,0.0,1.5625e-05
614,1095,0.0,0.0,0.0,6.25e-05
614,524,0.0,0.0,0.0,6.25e-05
895,524,0.0,0.0,0.0,1.5625e-05
225,895,0.0,0.0,0.0,1.5625e-05
764,748,0.0,0.0,0.0,1.5625e-05
748,392,0.0,0.0,0.0,1.5625e-05
400,473,0.0,0.0,0.0,1.5625e-05
765,400,0.0,0.0,0.0,1.5625e-05
478,528,0.0,0.0,0.0,3.125e-05
598,765,0.0,0.0,0.0,1.5625e-05
238,478,0.0,0.0,0.0,3.125e-05
314,341,0.0,0.0,0.0,7.8125e-06
456,238,0.0,0.0,0.0,6.25e-05
1058,314,0.0,0.0,0.0,7.8125e-06
196,456,0.0,0.0,0.0,6.25e-05
626,1058,0.0,0.0,0.0,3.125e-05
196,1096,0.0,0.0,0.0,3.125e-05
626,337,0.0,0.0,0.0,6.25e-05
1096,750,0.0,0.0,0.0,3.125e-05
337,914,0.0,0.0,0.0,3.125e-05
914,601,0.0,0.0,0.0,3.125e-05
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
